"File","Group","Type","Value","click"
"46","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",75.7542546716859,TRUE
"47","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",16.4808633454637,TRUE
"48","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",118.259130366779,TRUE
"49","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",80.9868288421477,TRUE
"50","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",37.5199630598738,TRUE
"51","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",0,TRUE
"52","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",49.8297299805141,TRUE
"53","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",3.36930955170768,TRUE
"54","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",9.89013700648203,TRUE
"55","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",102.832796321206,TRUE
"56","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",22.2582126704765,TRUE
"57","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",10.3681366191094,TRUE
"58","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",167.732215921327,TRUE
"59","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",17.7872618528934,TRUE
"60","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",10.5059153612345,TRUE
"61","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",6.05809672386895,TRUE
"62","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",0,TRUE
"63","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",0.125900761787111,TRUE
"64","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",58.903724860169,TRUE
"65","MAX_PC3_230919Cells_Cmyc_after_ON_wash_3_MMStack_Pos0.ome.csv","cMyc","nuclei",123.702194546884,TRUE
"66","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",20.9857519395266,TRUE
"67","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",28.3733420804929,TRUE
"68","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",33.2214863485249,TRUE
"69","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",59.6270026348466,TRUE
"70","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",37.8689781567923,TRUE
"71","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",57.6389448305205,TRUE
"72","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",403.403439544208,TRUE
"73","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",21.9665813638416,TRUE
"74","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",6.53794533918985,TRUE
"75","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",274.072932450754,TRUE
"76","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",56.2870823357968,TRUE
"77","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",6.93562295021557,TRUE
"78","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",109.021858307563,TRUE
"79","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",115.671986176052,TRUE
"80","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",96.3465702768431,TRUE
"81","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",39.173218243322,TRUE
"82","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",67.6239564007421,TRUE
"83","MAX_PC3_230919Cells_Cmyc_after_ON_wash_4_MMStack_Pos0.ome.csv","cMyc","nuclei",144.901522359657,TRUE
"84","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",19.4923427734925,TRUE
"85","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",16.2497253296045,TRUE
"86","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",2.69675775319887,TRUE
"87","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",70.629743825237,TRUE
"88","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",134.230369600712,TRUE
"89","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",15.7871701780967,TRUE
"90","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",135.389083015671,TRUE
"91","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",334.57773642732,TRUE
"92","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",61.7510415534543,TRUE
"93","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",0.64772359544968,TRUE
"94","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",3.46946136108319,TRUE
"95","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",10.0585245225993,TRUE
"96","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",36.0299081932044,TRUE
"97","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",361.058169451427,TRUE
"98","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",7.42184728834127,TRUE
"99","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",117.87805632931,TRUE
"100","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",119.218043108905,TRUE
"101","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",0.547082512209751,TRUE
"102","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",210.626925850652,TRUE
"103","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",22.2586197005335,TRUE
"104","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",13.6588882809231,TRUE
"105","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",66.2828489300543,TRUE
"106","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",29.7466205185137,TRUE
"107","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",23.6579423342909,TRUE
"108","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",103.549515679597,TRUE
"109","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",0.0921420882669537,TRUE
"110","MAX_PC3_230919Cells_Cmyc_after_ON_wash_5_MMStack_Pos0.ome.csv","cMyc","nuclei",26.7928062944923,TRUE
"111","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",341.551735841738,TRUE
"112","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",476.206322236906,TRUE
"113","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",367.791737521256,TRUE
"114","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",36.6649028187646,TRUE
"115","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",132.93962386511,TRUE
"116","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",34.5691454013822,TRUE
"117","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",51.2666521482127,TRUE
"118","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",27.5192794402263,TRUE
"119","MAX_PC3_230919Cells_Max_after_ON_wash_1_MMStack_Pos0.ome-1.csv","Max","nuclei",70.6538403443849,TRUE
"120","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",250.643407175939,TRUE
"121","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",78.2917041444683,TRUE
"122","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",33.2847112831361,TRUE
"123","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",463.986063732424,TRUE
"124","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",106.175427704194,TRUE
"125","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",388.063913174555,TRUE
"126","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",414.428449243599,TRUE
"127","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",225.214741375808,TRUE
"128","MAX_PC3_230919Cells_Max_after_ON_wash_2_MMStack_Pos0.ome-1.csv","Max","nuclei",453.492631277722,TRUE
"129","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",108.772904690937,TRUE
"130","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",229.632838412395,TRUE
"131","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",151.81115076493,TRUE
"132","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",20.4597813457273,TRUE
"133","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",363.964263110307,TRUE
"134","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",91.6984393482657,TRUE
"135","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",171.455029145965,TRUE
"136","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",232.836632811155,TRUE
"137","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",404.422318611987,TRUE
"138","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",131.380268145047,TRUE
"139","MAX_PC3_230919Cells_Max_after_ON_wash_3_MMStack_Pos0.ome-1.csv","Max","nuclei",371.249716102657,TRUE
"140","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",279.774202214991,TRUE
"141","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",382.4050911578,TRUE
"142","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",450.663048721659,TRUE
"143","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",484.434921274382,TRUE
"144","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",184.136650693409,TRUE
"145","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",168.416550267434,TRUE
"146","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",193.950386136749,TRUE
"147","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",363.084968147492,TRUE
"148","MAX_PC3_230919Cells_Max_after_ON_wash_4_MMStack_Pos0.ome.csv","Max","nuclei",248.053586114357,TRUE
"149","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",591.282353717844,TRUE
"150","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",352.982195332757,TRUE
"151","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",288.001491111577,TRUE
"152","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",284.818797049654,TRUE
"153","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",321.355399489812,TRUE
"154","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",410.076262603011,TRUE
"155","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",306.746816794696,TRUE
"156","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",471.689507892293,TRUE
"157","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",467.285830159402,TRUE
"158","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",380.127100387764,TRUE
"159","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",377.219055612319,TRUE
"160","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",557.083035526592,TRUE
"161","MAX_PC3_230919Cells_MycMax_after_ON_wash_1_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",96.9210675752413,TRUE
"162","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",592.601224358286,TRUE
"163","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",497.907475943745,TRUE
"164","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",548.888514702187,TRUE
"165","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",486.247452586417,TRUE
"166","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",518.734450137958,TRUE
"167","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",476.761989084294,TRUE
"168","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",538.505066778743,TRUE
"169","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",394.946940463065,TRUE
"170","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",525.600067167842,TRUE
"171","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",374.910561913187,TRUE
"172","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",488.792284683462,TRUE
"173","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",485.286939048895,TRUE
"174","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",460.81122947388,TRUE
"175","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",301.874005122415,TRUE
"176","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",525.924981245311,TRUE
"177","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",481.814508400945,TRUE
"178","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",377.308536048777,TRUE
"179","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",430.259129928707,TRUE
"180","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",522.514007621794,TRUE
"181","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",374.809813874789,TRUE
"182","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",374.819299023957,TRUE
"183","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",284.2482946794,TRUE
"184","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",462.575494801076,TRUE
"185","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",541.619401993355,TRUE
"186","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",456.688545783622,TRUE
"187","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",493.579972813774,TRUE
"188","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",252.372448979592,TRUE
"189","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",364.518862706052,TRUE
"190","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",492.463876263483,TRUE
"191","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",434.691142000545,TRUE
"192","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",382.879331837447,TRUE
"193","MAX_PC3_230919Cells_MycMax_after_ON_wash_2_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",0,TRUE
"194","MAX_PC3_230919Cells_MycMax_after_ON_wash_3_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",538.824737316121,TRUE
"195","MAX_PC3_230919Cells_MycMax_after_ON_wash_3_MMStack_Pos0.ome-1.csv","cMyc:Max","nuclei",376.795116289655,TRUE
